timestamp,test-class,test-method,time,description,result
2021-08-30 13:58:16.94,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,updatePositive,8275,"[1] recordIndex=0, title=Workplan Test, iniMoment=2021/09/30 00:00, endMoment=2021/10/30 10:30, exePeriod=730.50, workload=0.00, visibility=True, published=False",OK
2021-08-30 13:58:23.047,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,updateNegative,5887,"[1] recordIndex=0, title=Workplan Test, iniMoment=2021/07/17 10:30, endMoment=null",OK
