timestamp,test-class,test-method,time,description,result
2021-08-30 13:41:13.896,acme.testing.manager.workplan.ManagerWorkplanDeleteTest,deletePositive,8766,"[1] recordIndex=2, title=Workplan4, iniMoment=2021/06/01 00:00, endMoment=2021/12/31 23:59, exePeriod=5,136.98, workload=20.30, visibility=True, published=False",OK
2021-08-30 13:41:48.784,acme.testing.manager.workplan.ManagerWorkplanDeleteTest,deleteNegative,34666,"[1] recordIndex=4",Cannot find 'By.xpath: //button[@type='submit' and normalize-space()='Delete']'
