timestamp,test-class,test-method,time,description,result
2021-08-30 13:57:42.462,acme.testing.manager.workplan.ManagerWorkplanPublishTest,publishPositive,8803,"[1] recordIndex=3, title=Workplan4, iniMoment=2021/09/30 00:00, endMoment=2021/12/31 23:59, exePeriod=2,232.98, workload=20.30, visibility=True, published=True",OK
2021-08-30 13:57:48.412,acme.testing.manager.workplan.ManagerWorkplanPublishTest,publishNegative,5681,"[1] recordIndex=4, title=Workplan4, iniMoment=2021/09/30 00:00, endMoment=null, exePeriod=5,136.98, workload=0.00, visibility=True, published=True",OK
