timestamp,test-class,test-method,time,description,result
2021-08-30 13:30:29.276,acme.testing.anonymous.task.AnonymousTaskListTest,list,3066,"[1] recordIndex=0, title=Holaaaaa, iniMoment=2021/08/30 12:30, endMoment=2021/09/25 12:00, workload=20.30, exePeriod=599.50, description=Descripcion aaaaaaaaa, link=null, visibility=Public",OK
2021-08-30 13:30:32.524,acme.testing.anonymous.task.AnonymousTaskListTest,list,3031,"[2] recordIndex=1, title=Task 3, iniMoment=2021/08/30 12:30, endMoment=2021/09/30 12:30, workload=23.00, exePeriod=960.00, description=Esta es la tercera Task, link=null, visibility=Public",OK
2021-08-30 13:30:35.761,acme.testing.anonymous.task.AnonymousTaskListTest,list,3003,"[3] recordIndex=2, title=Task 5, iniMoment=2021/08/30 12:30, endMoment=2021/09/30 12:30, workload=25.30, exePeriod=960.00, description=aaaaaaaaaaaa, link=null, visibility=Public",OK
2021-08-30 13:30:39.06,acme.testing.anonymous.task.AnonymousTaskListTest,list,3097,"[4] recordIndex=3, title=Task 6, iniMoment=2021/08/12 10:30, endMoment=2021/09/21 10:30, workload=25.30, exePeriod=504.00, description=Creando mi 6 tarea :), link=null, visibility=Public",OK
2021-08-30 13:30:42.282,acme.testing.anonymous.task.AnonymousTaskListTest,list,2990,"[5] recordIndex=4, title=Task 9, iniMoment=2021/08/10 15:30, endMoment=2021/11/07 15:30, workload=25.30, exePeriod=2,136.00, description=Popular base de datos, link=null, visibility=Public",OK
2021-08-30 13:30:45.505,acme.testing.anonymous.task.AnonymousTaskListTest,list,3018,"[6] recordIndex=5, title=Task 8, iniMoment=2021/08/10 13:30, endMoment=2021/09/25 13:30, workload=25.30, exePeriod=1,080.00, description=Task 8 realizada, link=null, visibility=Public",OK
2021-08-30 13:30:48.714,acme.testing.anonymous.task.AnonymousTaskListTest,list,2995,"[7] recordIndex=6, title=Task 7, iniMoment=2021/07/20 17:30, endMoment=2021/10/15 17:30, workload=25.30, exePeriod=624.00, description=Realización de la task 7, link=null, visibility=Public",OK
2021-08-30 13:30:51.921,acme.testing.anonymous.task.AnonymousTaskListTest,list,2983,"[8] recordIndex=7, title=Task 11, iniMoment=2021/07/10 15:30, endMoment=2021/10/07 15:30, workload=25.30, exePeriod=2,136.00, description=Esta es la task 11, link=null, visibility=Public",OK
