timestamp,test-class,test-method,time,description,result
2021-12-13 11:51:13.255,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,6866,"[1] recordIndex=1, title=Duty testing, iniMoment=2022/01/30 10:30, endMoment=2022/04/30 12:30, exePeriod=722.00, workload=25.30, description=Probando testing de las duties, visibility=PUBLIC, link=null",Expected value '722.00' in attribute 3 of record 1, but found '2,161.00'
2021-12-13 11:51:19.389,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,5849,"[1] recordIndex=0, title=null, iniMoment=null, endMoment=null, exePeriod=null, workload=null, description=null, link=null, visibility=PUBLIC",OK
2021-12-13 11:51:25.73,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,6058,"[2] recordIndex=1, title=Duty1, iniMoment=2021/10/17 10:30, endMoment=2022/03/15 12:30, exePeriod=1,058.00, workload=25.30, description=testing de las duty, link=null, visibility=PUBLIC",OK
2021-12-13 11:51:32.059,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,6033,"[3] recordIndex=2, title=Duty1, iniMoment=2022/02/17 10:30, endMoment=2022/01/30 12:30, exePeriod=1,058.00, workload=25.30, description=testing de las duty, link=null, visibility=PUBLIC",OK
2021-12-13 11:51:38.376,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,6040,"[4] recordIndex=3, title=Duty1, iniMoment=2021/06/17 10:30, endMoment=2021/04/30 12:30, exePeriod=1,058.00, workload=25.30, description=testing de las duty, link=null, visibility=PUBLIC",OK
2021-12-13 11:51:44.551,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,5877,"[5] recordIndex=4, title=Duty sexo, iniMoment=2022/01/17 10:30, endMoment=2021/03/30 12:30, exePeriod=1,058.00, workload=25.30, description=This is a description sexo, link=null, visibility=PUBLIC",OK
2021-12-13 11:51:50.944,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,6129,"[6] recordIndex=5, title=Duty1, iniMoment=2022/01/17 10:30, endMoment=2022/03/30 12:30, exePeriod=1,058.00, workload=-10, description=This is a description, link=null, visibility=PUBLIC",OK
2021-12-13 11:51:57.316,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,6076,"[7] recordIndex=6, title=Duty1, iniMoment=2022/01/17 10:30, endMoment=2022/03/30 12:30, exePeriod=1,058.00, workload=10, description=This is a description, link=URL incorrecta, visibility=PUBLIC",OK
2021-12-13 11:52:03.61,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,5996,"[8] recordIndex=7, title=Duty1, iniMoment=2022/01/17 10:30, endMoment=2022/03/30 12:30, exePeriod=1,058.00, workload=1000, description=This is a description, link=null, visibility=PUBLIC",OK
2021-12-13 11:52:09.893,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,5986,"[9] recordIndex=8, title=Duty1, iniMoment=2022/01/17 10:30, endMoment=2022/03/30 12:30, exePeriod=1,058.00, workload=80.80, description=This is a description, link=null, visibility=PUBLIC",OK
