timestamp,test-class,test-method,time,description,result
2021-12-13 11:44:11.632,acme.testing.officer.duty.OfficerDutyListAllTest,listAll,7997,"[1] recordIndex=0, title=Duty 4, iniMoment=2021/03/20 12:30, endMoment=2021/04/30 12:30, exePeriod=984.00, workload=25.30, description=aaaaaaaaaaaa, visibility=PUBLIC, link=null",OK
2021-12-13 11:44:19.135,acme.testing.officer.duty.OfficerDutyListAllTest,listAll,7221,"[2] recordIndex=1, title=Duty 2, iniMoment=2021/02/05 12:30, endMoment=2021/03/31 12:30, exePeriod=1,296.00, workload=28.30, description=Esta es la segunda Duty, visibility=PUBLIC, link=null",OK
